"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 14 21:19:54 GMT 2024","Tue May 14 21:19:56 GMT 2024","2257","Transflo APIs","Regression","driverRegistrationTest","driverRegistrationTest","registerNewDriver","registerNewDriver",""
"passed","Tue May 14 21:19:56 GMT 2024","Tue May 14 21:19:59 GMT 2024","3160","Transflo APIs","Regression","loadsTest","loadsTest","assignSimpleLoad","assignSimpleLoad",""
