"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 14 18:02:40 GMT 2024","Tue May 14 18:02:42 GMT 2024","2470","Transflo APIs","Regression","driverRegistrationTest","driverRegistrationTest","registerNewDriver","registerNewDriver",""
"passed","Tue May 14 18:02:43 GMT 2024","Tue May 14 18:02:46 GMT 2024","3559","Transflo APIs","Regression","loadsTest","loadsTest","assignSimpleLoad","assignSimpleLoad",""
