"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 14 18:13:39 GMT 2024","Tue May 14 18:13:41 GMT 2024","2263","Transflo APIs","Regression","driverRegistrationTest","driverRegistrationTest","registerNewDriver","registerNewDriver",""
"failed","Tue May 14 18:13:41 GMT 2024","Tue May 14 18:13:41 GMT 2024","115","Transflo APIs","Regression","loadsTest","loadsTest","assignSimpleLoad","assignSimpleLoad",""
