"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 14 17:50:07 GMT 2024","Tue May 14 17:50:09 GMT 2024","2576","Transflo APIs","Regression","driverRegistrationTest","driverRegistrationTest","registerNewDriver","registerNewDriver",""
"passed","Tue May 14 17:50:09 GMT 2024","Tue May 14 17:50:13 GMT 2024","3869","Transflo APIs","Regression","loadsTest","loadsTest","assignSimpleLoad","assignSimpleLoad",""
